2082.141,3122.021,2678.246,2586.109
2055.797,2433.766,2440.515,2468.144
1723.339,3327.85,3110.332,3103.961
1855.723,2833.293,3218.792,2646.584
1955.181,4141.602,7023.595,7418.006
1971.383,3506.028,5036.79,4884.245
2488.592,4128.256,3928.237,4256.094
1749.139,3135.759,3809.88,3742.26
2066.099,2846.118,2922.308,2859.674
1239.357,1184.433,1283.789,1189.121
2655.883,2932.285,2894.48,2897.836
1320.954,2211.965,2378.416,2466.583
2368.754,3218.437,3153.273,3114.813
2102.958,2990.319,3393.237,2878.824
1728.822,2706.065,2892.094,2668.173
1381.256,2406.944,3081.624,3159.859
1995.681,3799.769,4865.545,4908.9
2110.274,2407.57,2530.318,2427.632
2644.999,4912.632,6399.153,6306.211
2261.186,3280.527,3037.902,2988.737
1103.893,1105.639,1157.245,1182.632
1878.304,3617.132,3620.083,3365.085
2153.827,3372.083,3979.111,4130.255
1569.001,2916,4184.354,4065.613
1547.469,2635.595,2781.536,2530.476
2236.703,3495.202,3489.522,3657.406
2306.139,3402.978,3294.314,3413.007
1757.147,3429.593,4137.006,4329.83
1509.652,2720.285,3832.249,3701.361
1723.029,3353.536,6295.19,6142.748
1518.783,1609.589,1627.262,1599.72
1470.611,1948.636,1920.119,2049.037
948.265,1150.519,1270.268,997.665
1536.898,3059.733,4222.57,4523.05
2508.686,5335.092,5328.793,5427.145
1504.797,1663.505,1665.881,1656.411
2910.413,4847.518,4319.788,4324.173
1408.136,3170.396,5145.25,4801.9
2899.295,3958.471,4151.568,4081.591
2848.287,3911.663,3777.426,3751.124
1748.302,2872.997,2931.242,2792.323
1467.56,2646.719,3421.834,3632.053
1549.165,2636.357,3336.419,3400.861
2216.944,4317.479,5208.094,5117.089
2732.671,5406.681,6206.672,4842.168
3122.505,3330.129,3276.404,3667.783
1793.691,2158.061,2206.764,2137.729
1673.1,2346.549,2323.73,2256.614
2061.632,2469.298,2478.997,2466.393
1566.526,3100.804,5061.444,4968.607
1488.505,2704.504,2606.057,2472.309
1624.428,2364.899,2510.211,2790.72
2730.758,2823.87,2853.617,2859.699
899.538,923.306,957.155,879.208
1525.464,2804.639,2683.105,2751.511
1950.353,2996.344,2974.32,2859.979
1741.95,3022.26,3427.375,3800.932
2983.913,4072.302,4061.466,4028.858
1575.377,1569.906,1491.699,1600.788
1946.882,2504.815,2453.233,2554.669
1546.546,2694.01,2470.49,2245.474
1621.204,3760.94,5843.06,5797.527
2168.273,3957.889,3739.227,3881.378
1784.851,3159.963,5937.315,7508.101
1228.79,1562.133,1596.972,1590.13
1667.669,3282.11,4782.845,4255.339
1569.125,2825.954,2465.692,2258.613
1537.328,1978.134,1875.68,1618.856
1726.015,3388.254,5815.048,5842.213
2014.367,2322.613,2277.751,2280.665
1884.03,3468.578,6142.355,6496.401
817.357,781.897,798.424,889.072
1327.604,1423.328,1486.946,1690.638
2092.144,3656.282,4284.984,4405.048
1305.196,2168.948,2240.568,2045.62
1937.363,2184.957,2299.371,2162.072
2292.649,4727.502,4694.613,4812.358
1349.612,2789.201,2789.115,2846.54
1647.626,3095.13,3871.982,3695.518
2492.482,2582.966,2521.116,2646.581
2436.426,5020.968,8928.128,9769.656
1942.385,3618.662,8046.758,8079.42
2174.862,4343.417,6406.438,6437.332
1937.962,2773.077,2989.773,3085.236
2140.873,3560.589,4429.407,4212.152
1357,1349.056,1411.058,1402.038
2188.816,4448.179,7823.478,7708.945
1418.272,1882.106,2062.128,2134.976
1765.394,3171.83,5880.922,6273.933
2498.516,4549.285,4646.507,4343.491
1805.782,3070.231,3266.026,3203.74
1601.79,2962.404,3311.492,3402.738
2444.25,4495.135,6170.233,6419.265
2100.678,3779.321,3806.083,3504.624
1413.043,2354.279,2409.776,2300.166
2307.889,4335.539,4459.33,5028.818
1105.682,1050.149,1056.529,992.093
1690.267,3367.167,3551.986,3633.736
1361.662,1631.795,2086.234,1551.975
1058.248,1096.252,997.84,1078.92
