1578.252,1089.276,1114.326,1467.522
1467.982,2175.318,2870.566,2359.218
1109.073,2184.209,6169.379,9325.89
740.25,989.059,972.569,1256.844
1176.236,1728.752,1841.673,1694.874
2902.496,3629.293,5363.567,5418.411
870.708,1128.389,1222.649,1134.004
976.859,1846.067,2146.83,2284.526
995.094,1233.138,1264.24,1335.785
2380.961,2565.465,2502.475,2642.512
766.356,1104.005,1124.16,1182.62
931.522,1034.676,1044.037,1086.169
938.141,1776.908,1929.166,1770.991
958.871,1046.858,1268.942,1071.157
3080.146,6427.529,6109.207,6053.8
716.71,979.474,907.422,1079.287
581.642,761.317,833.421,734.914
1499.423,2026.166,3095.922,3210.066
838.952,807.098,807.965,827.734
1061.929,1215.542,1176.676,1240.769
769.254,932.685,978.394,942.732
1185.911,1762.595,1689.245,1676.511
896.44,1535.294,1518.015,1532.933
1294.144,2320.49,2448.476,2398.722
930.022,950.42,891.299,928.501
1073.096,2061.034,2411.503,2301.879
1178.769,2508.643,3109.682,3213.966
2849.492,4642.089,4733.907,4604.328
1345.874,1696.346,1701.201,1713.465
713.075,877.575,890.823,894.068
822.566,1653.142,1813.711,1944.244
859.845,1482.988,2071.588,2113.272
635.414,815.052,826.891,836.632
846.522,1112.994,1141.19,1088.381
1119.93,1986.139,2046.361,2012.837
956.353,1819.599,1822.873,1898.778
1462.71,2024.891,3241.456,3382.189
1135.414,1086.705,1025.435,1059.714
956.913,1614.575,1696.997,1592.764
1022.824,2046.171,4194.978,6998.326
597.976,618.855,616.797,669.99
891.619,1482.854,2953.455,2731.562
1505.229,2441.664,2727.39,2715.751
1217.43,1867.472,1765.537,1767.364
1221.701,1767.532,2085.265,1900.739
783.818,1157.233,1206.481,1173.187
615.402,599.275,679.737,699.216
910.133,1335.908,1402.723,967.755
1073.673,1454.083,1422.632,1517.517
1188.431,1666.704,1844.327,1881.293
1106.528,1258.66,1243.681,1332.654
869.564,1189.494,1118.554,1096.816
975.411,2012.075,1850.341,1851.161
626.168,887.259,910.618,881.247
2781.772,3929.544,3745.293,3715.058
1731.012,2505.551,3282.433,3117.7
1124.567,1671.069,2791.207,3321.065
967.391,1112.386,1267.044,1193.684
1075.993,2299.192,3793.11,3887.498
981.05,1460.854,1556.231,1644.251
1276.07,2330.858,2605.731,2678.751
1464.323,2246.103,2437.465,2522.5
2140.512,2275.246,2601.001,2233.429
1038.58,1457.653,2443.54,2577.497
1119,1663.956,2651.54,3072.902
996.827,1892.48,1771.548,1839.504
722.377,829.64,1002.327,715.986
1202.142,3076.545,3596.493,3369.859
2906.753,3680.936,3259.059,3340.071
2093.914,2262.144,2527.186,2454.496
1074.235,1211.546,1262.023,1255.099
821.889,1370.469,2267.171,2525.737
792.141,764.015,789.481,828.922
2515.839,3229.944,3263.477,3056.72
1093.696,1242.568,1209.551,1182.124
582.336,797.94,814.774,835.505
960.899,1861.014,1860.19,1831.958
3081.768,5693.797,8006.422,7710.141
830.211,1289.046,1216.214,1256.158
986.66,2005.298,2371.856,2307.153
966.032,1059.478,1071.75,1159.062
795.973,1020.761,950.183,955.868
1108.688,1663.798,1846.244,1768.534
962.581,2023.156,2210.486,2115.724
1113.435,1552.018,1659.048,1723.062
764.329,974.846,933.473,951.032
1279.335,2538.611,3598.227,4870.734
928.544,1836.943,2282.504,2311.431
1109.282,1246.636,1205.192,1210.55
1085.428,1974.661,2276.874,2207.742
837.755,824.593,804.701,823.185
2782.317,4131.552,4159.237,4209.565
956.389,1273.639,1294.271,1303.878
948.413,948.612,930.48,1005.2
1131.069,2908.057,4637.548,4403.634
1280.737,2033.573,1948.584,2203.648
1274.697,1229.62,1114.282,1168.378
1135.084,1198.304,1174.23,1171.011
864.507,782.116,807.18,836.987
1122.797,2044.111,2286.406,2259.623
